area,major_axis_length,minor_axis_length,eccentricity,equiv_diameter,solidity,extent,perimeter,aspect_ratio,compactness,roundness,category
1135,74.61613576,19.90754593,0.963752063,38.01482452,0.946622185,0.464782965,157.125,3.748133297,0.509471901,0.577716996,Whole Rice
1215,72.43909131,21.80526093,0.953619371,39.3317435,0.95971564,0.616125761,154.983,3.322092386,0.542962961,0.635649947,Whole Rice
1183,71.51236441,21.60424712,0.953274637,38.81033859,0.968877969,0.451182304,152.074,3.310106759,0.542708088,0.642813028,Whole Rice
1088,67.91610442,20.89674947,0.951488358,37.21941193,0.951881015,0.462585034,145.796,3.250079852,0.548020418,0.64320223,Whole Rice
1179,69.32822297,22.09207448,0.947869363,38.74466961,0.958536585,0.714545455,149.218,3.138149069,0.558858542,0.665397615,Whole Rice
1131,68.02823434,21.6624622,0.947945234,37.94777892,0.953625632,0.69047619,146.034,3.140374059,0.557823958,0.666445296,Whole Rice
1100,67.35858816,21.31556887,0.94860947,37.42410319,0.956521739,0.581702803,144.356,3.160065235,0.555595125,0.663334935,Whole Rice
1142,67.4578837,21.90820356,0.945793501,38.13187066,0.962900506,0.613978495,145.472,3.07911525,0.565269299,0.678136544,Whole Rice
1138,67.38900226,21.97652159,0.945330324,38.06503122,0.957912458,0.632925473,144.984,3.066408939,0.564855243,0.680318015,Whole Rice
1177,68.30640595,22.37683931,0.944818233,38.71179335,0.957689178,0.583829365,147.3,3.052549335,0.566737377,0.681680441,Whole Rice
1137,67.86161673,21.63553978,0.947815781,38.04830302,0.969309463,0.832967033,144.934,3.13658071,0.560674868,0.680189263,Whole Rice
1107,69.06676095,20.92270424,0.953011381,37.54299104,0.958441558,0.435141509,146.939,3.301043696,0.543575383,0.64429287,Whole Rice
1139,69.81046266,21.13252488,0.953081803,38.08175208,0.969361702,0.451984127,148.13,3.303460569,0.545502073,0.652300246,Whole Rice
1081,67.54571402,20.98743391,0.950503282,37.09948716,0.94,0.470818815,145.664,3.218388408,0.549250055,0.640222738,Whole Rice
1151,67.62774045,22.15381555,0.944821803,38.28183271,0.961570593,0.517768781,144.852,3.052645279,0.566067008,0.689344311,Whole Rice
1082,67.89906122,20.75921521,0.952116194,37.116643,0.958370239,0.455004205,144.258,3.270791335,0.546644421,0.653367174,Whole Rice
1173,70.61048373,21.48988297,0.952562165,38.64595692,0.9544345,0.638888889,152.27,3.285754689,0.547311885,0.635739478,Whole Rice
1200,69.892965,22.4356264,0.947079269,39.08820095,0.951625694,0.757575758,150.227,3.115266931,0.559258016,0.668182537,Whole Rice
1167,71.18729043,21.23376338,0.954478333,38.54699144,0.958915366,0.645107794,151.873,3.352551743,0.541486987,0.635798613,Whole Rice
1306,71.82179085,23.62134874,0.94436882,40.77806819,0.959588538,0.738687783,154.627,3.040545722,0.567767355,0.68640807,Whole Rice
1145,69.69179122,21.15042683,0.952836154,38.18192345,0.954962469,0.788567493,150.012,3.295053654,0.547868304,0.639386332,Whole Rice
1082,67.80580982,20.89059429,0.951355772,37.116643,0.97389739,0.4328,144.773,3.245757822,0.547396205,0.648727005,Whole Rice
1082,67.21745624,20.8643807,0.950605639,37.116643,0.964349376,0.67625,143.818,3.221636779,0.552187558,0.657371142,Whole Rice
1127,68.78336004,21.02300669,0.952146865,37.88061466,0.965724079,0.47392767,147.095,3.271813641,0.550723527,0.654542663,Whole Rice
1139,67.26833371,22.02959297,0.94485523,38.08175208,0.958754209,0.741536458,144.802,3.053544103,0.566117071,0.68262858,Whole Rice
