area,major_axis_length,minor_axis_length,eccentricity,equiv_diameter,solidity,extent,perimeter,aspect_ratio,compactness,roundness,category
213,18.03227132,15.15650064,0.541779145,16.46815178,0.97706422,0.835294118,49.224,1.189738432,0.913259982,1.104677894,Small Broke C1
244,20.09310808,15.57479895,0.63180006,17.62584605,0.979919679,0.7625,53.376,1.29010385,0.877208542,1.076236312,Small Broke C1
221,18.3926376,15.43745508,0.543625393,16.77456227,0.982222222,0.767361111,50.192,1.191429384,0.912025922,1.102384593,Small Broke C1
92,12.46305239,9.585780923,0.639085268,10.82303276,0.958333333,0.766666667,32.204,1.300160362,0.868409473,1.114751474,Small Broke C1
426,29.57745713,18.57003577,0.778339016,23.28948359,0.968181818,0.773139746,74.142,1.592751759,0.787406554,0.97384731,Small Broke C1
365,29.21049127,16.14073365,0.833468933,21.55765372,0.965608466,0.786637931,70.842,1.809737519,0.738010652,0.913947189,Small Broke C1
373,25.59790132,19.3912388,0.652797604,21.79262146,0.961340206,0.621666667,71.381,1.320075607,0.851344069,0.919927158,Small Broke C1
418,28.68626949,18.79938459,0.755330249,23.06976657,0.976635514,0.829365079,72.794,1.525915348,0.804209365,0.99127688,Small Broke C1
334,24.3274079,18.86348946,0.631469502,20.62188177,0.946175637,0.636190476,68.85,1.289655763,0.847681013,0.885418194,Small Broke C1
448,29.8158268,19.54028678,0.755311241,23.88328529,0.980306346,0.662721893,76.434,1.52586434,0.8010271,0.963639741,Small Broke C1
421,27.44757685,19.96689611,0.686154655,23.15240481,0.967816092,0.742504409,73.588,1.374654162,0.843513616,0.97696265,Small Broke C1
291,26.17510461,14.87753838,0.822762678,19.24870665,0.941747573,0.577380952,65.021,1.759370666,0.735382224,0.864959084,Small Broke C1
263,20.80638383,16.18907044,0.628162856,18.29923496,0.970479705,0.773529412,56.75,1.285211767,0.87950098,1.02620442,Small Broke C1
388,26.35664245,19.34592644,0.679143281,22.22649193,0.967581047,0.734848485,70.495,1.362387195,0.843297547,0.981126396,Small Broke C1
298,22.12472289,17.25614753,0.625843526,19.47884453,0.964401294,0.719806763,59.686,1.282135705,0.88041078,1.051189899,Small Broke C1
328,25.51697205,17.01674739,0.74516551,20.43581588,0.956268222,0.621212121,66.625,1.499521117,0.800871508,0.928558487,Small Broke C1
278,21.17252002,17.15122055,0.586333357,18.81384048,0.95862069,0.66507177,58.57,1.234461417,0.888597128,1.018366752,Small Broke C1
355,27.50047674,16.71870165,0.793981249,21.26029253,0.962059621,0.676190476,67.824,1.644893085,0.773088144,0.96977597,Small Broke C1
220,17.79798978,15.94163047,0.444662149,16.73656774,0.973451327,0.808823529,50.539,1.116447268,0.940362814,1.082378747,Small Broke C1
336,23.88253778,18.50032439,0.632404751,20.68353178,0.98245614,0.768878719,64.772,1.290925353,0.86605251,1.006409035,Small Broke C1
171,17.38136544,12.98330297,0.664861335,14.75547228,0.971590909,0.678571429,45.817,1.33874758,0.848924806,1.023652794,Small Broke C1
190,18.38740306,13.2712462,0.692146011,15.55363345,0.969387755,0.7421875,47.198,1.385506891,0.845885273,1.07180622,Small Broke C1
393,23.64221918,21.90846849,0.375882886,22.36924543,0.967980296,0.604615385,71.696,1.079136097,0.946156757,0.960754796,Small Broke C1
378,25.96303588,18.92046606,0.684783795,21.93819837,0.971722365,0.795789474,69.337,1.37221968,0.844978163,0.988033272,Small Broke C1
433,29.45285168,18.94399478,0.765700483,23.48004946,0.964365256,0.668209877,75.59,1.554732887,0.797208016,0.952289662,Small Broke C1
410,24.95652859,21.39157965,0.515060788,22.84793674,0.938215103,0.776515152,74.208,1.166651972,0.915509409,0.935604424,Small Broke C1
427,28.49497209,19.59105878,0.726158944,23.31680265,0.966063348,0.714046823,74.25,1.454488622,0.818277785,0.973295741,Small Broke C1
444,27.97164909,20.34539741,0.686258418,23.77642441,0.98013245,0.822222222,73.745,1.37483916,0.850018686,1.025953493,Small Broke C1
171,15.59493291,14.25133156,0.406066064,14.75547228,0.966101695,0.7125,45.329,1.094279004,0.946170937,1.045812186,Small Broke C1
405,28.73933572,18.10149017,0.776716242,22.7081927,0.973557692,0.677257525,71.662,1.58767789,0.79014327,0.99103054,Small Broke C1
428,30.20901126,18.18572316,0.798498623,23.34408973,0.966139955,0.750877193,75.085,1.66113885,0.772752525,0.953997558,Small Broke C1
380,25.42992571,19.34600689,0.64903622,21.99615937,0.95959596,0.723809524,69.023,1.314479306,0.864971436,1.002318619,Small Broke C1
407,26.0051154,20.73184541,0.603686484,22.76419326,0.95990566,0.6512,73.258,1.254356035,0.875373668,0.953002758,Small Broke C1
330,22.63690548,19.11598079,0.535617258,20.49802551,0.962099125,0.75,64.317,1.184187499,0.905513588,1.002471988,Small Broke C1
248,23.41121905,13.74480551,0.809511975,17.76973289,0.946564885,0.704545455,58.156,1.703277579,0.759026382,0.921451516,Small Broke C1
426,27.47989246,19.84551283,0.691701979,23.28948359,0.968181818,0.744755245,72.207,1.384690469,0.847509998,1.026740894,Small Broke C1
425,28.76925819,19.57763652,0.732743035,23.26213246,0.908119658,0.610632184,84.389,1.469495981,0.808576026,0.749941027,Small Broke C1
375,26.53462493,18.23244078,0.72654504,21.85096861,0.95177665,0.730994152,70.338,1.455352317,0.823488882,0.952491483,Small Broke C1
258,19.39335084,17.02630138,0.478760938,18.12445317,0.969924812,0.754385965,54.699,1.139023115,0.934570478,1.083604492,Small Broke C1
378,25.66176938,19.20501854,0.663258624,21.93819837,0.976744186,0.666666667,69.694,1.336201229,0.854898119,0.977937009,Small Broke C1
408,24.26576879,21.91319758,0.42953587,22.79214194,0.957746479,0.682274247,72.968,1.107358645,0.939271372,0.962953113,Small Broke C1
374,27.96288425,17.47882942,0.780566713,21.82181454,0.971428571,0.684981685,70.14,1.599814472,0.780384968,0.955322361,Small Broke C1
376,27.40048569,17.6243051,0.765688631,21.88008384,0.966580977,0.73294347,69.296,1.554698783,0.798529051,0.983968909,Small Broke C1
400,25.77495125,20.45284467,0.60854896,22.56758334,0.959232614,0.666666667,72.323,1.260213514,0.875562601,0.960985844,Small Broke C1
388,26.92494764,18.62271682,0.722230111,22.22649193,0.97,0.692857143,70.446,1.44581201,0.825498056,0.982491751,Small Broke C1
442,28.52860021,19.8684023,0.717616933,23.72281347,0.982222222,0.739130435,73.878,1.435877922,0.831544951,1.017658053,Small Broke C1
286,21.37372637,17.18082576,0.594860141,19.08262324,0.972789116,0.756613757,58.156,1.244045348,0.892807502,1.062641668,Small Broke C1
338,28.61781409,15.35140631,0.843945877,20.74499858,0.95480226,0.65,68.287,1.86418192,0.724898083,0.910857623,Small Broke C1
432,29.31322477,18.90054408,0.764369269,23.45292057,0.9751693,0.692307692,74.093,1.550919627,0.800079853,0.988870114,Small Broke C1
322,22.79176755,18.18808646,0.602642578,20.24804024,0.975757576,0.731818182,62.374,1.253115197,0.888392714,1.040060359,Small Broke C1
275,20.66235642,17.07971339,0.562774974,18.71205159,0.968309859,0.727513228,57.23,1.209760137,0.905610726,1.055103506,Small Broke C1
399,28.48827391,18.18064491,0.769887242,22.53935621,0.963768116,0.697552448,72.207,1.566956181,0.791180128,0.961665767,Small Broke C1
285,23.4577012,15.66502663,0.744341758,19.0492328,0.969387755,0.791666667,61.191,1.497456835,0.812067331,0.956488214,Small Broke C1
81,13.51785203,7.790556089,0.81722685,10.1554125,0.941860465,0.669421488,31.187,1.735158809,0.751259333,1.046520361,Small Broke C1
358,25.52482863,18.0865026,0.705625784,21.34993576,0.967567568,0.795555556,67.658,1.411263924,0.836437967,0.982776084,Small Broke C1
